ID;CLASSE;X;Y;banda1;geologia;Solos;banda2;mde;banda3;Flow Direct;banda4;banda5;ndvi;Slope;Aspect;savi;Convergence;Catchment A;Topographic;LS Factor;Channel Net;Vertical Di;Relative Sl;Profile Cur;Plan Curvat
1,0000000000;NX;602953,0000000000;7507427,0000000000;396,0000000000;3,0000000000;3,0000000000;624,0000000000;460,0000000000;813,0000000000;3,0000000000;1133,0000000000;1054,0000000000;0,1290840954;0,2058739662;177,9298570156;0,0526430905;5,3029561043;1395,4005127000;4,8711609840;2,2955482006;383,6640014600;76,3359985350;0,7856743336;0,0047131162;0,0131828366
2,0000000000;LVA;602886,0000000000;7507438,0000000000;335,0000000000;3,0000000000;3,0000000000;740,0000000000;462,0000000000;1060,0000000000;6,0000000000;1385,0000000000;1391,0000000000;0,1350469142;0,1980620474;175,3707523346;0,0666353554;6,1676373482;1254,3203125000;4,8043293953;2,1383848190;384,6005859400;77,3994140630;0,8011637330;0,0059871487;0,0071018203
3,0000000000;LVA;602832,0000000000;7507434,0000000000;406,0000000000;3,0000000000;3,0000000000;692,0000000000;440,0000000000;966,0000000000;6,0000000000;1258,0000000000;1384,0000000000;0,1778723449;0,4291982651;175,1045002937;0,0853061229;0,5275821686;2909,2880859000;4,8213148117;6,6993074417;385,5308227500;54,4691772460;0,5670020580;0,0009101539;0,0022105088
4,0000000000;NX;602772,0000000000;7507428,0000000000;266,0000000000;3,0000000000;3,0000000000;651,0000000000;416,0000000000;792,0000000000;6,0000000000;1419,0000000000;1940,0000000000;0,4202049673;0,3663722277;175,2441601753;0,2227108181;0,1896078438;3892,8786621000;5,2888126373;5,8441939354;386,1629028300;29,8370971680;0,3113085926;-0,0009793146;0,0031362223
5,0000000000;GX;602699,0000000000;7507422,0000000000;116,0000000000;1,0000000000;10,0000000000;327,0000000000;397,0000000000;250,0000000000;6,0000000000;817,0000000000;1706,0000000000;0,7443763018;0,2188012600;175,5144100189;0,3139735758;-4,8965964317;11214,3730470000;6,8924069405;3,7650125027;387,2539367700;9,7460632324;0,1023740768;-0,0024299300;-0,0082392339
6,0000000000;CX;603895,0000000000;7507489,0000000000;483,0000000000;1,0000000000;7,0000000000;801,0000000000;397,0000000000;1025,0000000000;5,0000000000;1517,0000000000;1903,0000000000;0,2998633981;0,1010341868;175,1224622726;0,1661200970;8,1982383728;2483,1181641000;6,1701583862;1,0282676220;380,5245666500;16,4754333500;0,1693546325;-0,0004140212;0,0151069341
7,0000000000;PVA;603880,0000000000;7507480,0000000000;402,0000000000;1,0000000000;7,0000000000;739,0000000000;397,0000000000;840,0000000000;5,0000000000;1398,0000000000;1797,0000000000;0,3629123867;0,1010341868;175,1224622726;0,1879664809;8,1982383728;2483,1181641000;6,1701583862;1,0282676220;380,5245666500;16,4754333500;0,1693546325;-0,0004140212;0,0151069341
8,0000000000;CX;603866,0000000000;7507455,0000000000;226,0000000000;1,0000000000;7,0000000000;473,0000000000;392,0000000000;581,0000000000;5,0000000000;953,0000000000;1330,0000000000;0,3919413984;0,1626967192;175,7058353424;0,1625669301;2,9511702061;4111,2172852000;6,4245328903;2,2055113316;380,5939331100;11,4060668950;0,1173156723;0,0000990622;-0,0073970235
9,0000000000;PA;603851,0000000000;7507425,0000000000;211,0000000000;1,0000000000;7,0000000000;422,0000000000;390,0000000000;502,0000000000;6,0000000000;1014,0000000000;1550,0000000000;0,5107212663;0,1842261404;175,7512588501;0,2229154855;3,2274460793;4302,7441406000;6,1111984253;2,4932577610;380,7120361300;9,2879638672;0,0956795067;0,0004066306;0,0036660014
10,0000000000;GX;603832,0000000000;7507406,0000000000;226,0000000000;1,0000000000;10,0000000000;531,0000000000;385,0000000000;612,0000000000;6,0000000000;1198,0000000000;1933,0000000000;0,5190569758;0,1189409196;175,8670225143;0,2626242638;-1,9292178154;6788,9033203000;7,2435112000;1,6269512177;380,6713562000;4,3286437988;0,0445519276;-0,0047326363;-0,0160206500
